main_category,sub_category,detail_category,question,answer,original_tags,reply_type_tags,info_source_tags,situation_tags,usage,note,issue,is_template
利用の流れ,営業時間,基本情報,駐車場の営業時間を教えてください。何時から何時まで利用できますか？,当駐車場の営業時間は午前5時から午前0時（深夜24時）までとなっております。営業時間外のお問い合わせにつきましては、翌営業日以降の対応となりますことをご了承ください。,利用の流れ/営業時間/基本情報;営業時間;受付時間,情報提供;明確回答,サイト掲載,標準対応,◯,駐車場の営業時間とサポートの受付時間を明確に区別して説明する。,,false
